id,text,non_irony,irony
1745,@user @user I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket,0,1
1746,@user Ben were you going to pick up your pizzas today?,1,0
1747,"@user @user No, it isn't. WR's are dime a dozen and completely replaceable. Which is why the Packers won't overspend to retain him.",1,0
1748,Drinking an Imperial IPA (2014-) by @user - #photo,1,0
1749,I love how I'm completely wide awake,0,1
1750,"@user @user I had never heard of them before, but I quite liked it!",1,0
1751,A year ago|my cat was hit by|a car.... this is him|today. is a great quote,1,0
1752,Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.,1,0
1753,@user We all have our crosses to bear. LOL,0,1
1754,"@user Thanks to @user I think I backed into the playoffs! Playoff matchup: TacoCorp v Gronkey Punch 1646	0	oh yeah,  its official #im  #crazy well, looks like we are back to square 1. Batie and Bridge. This is going to go so well    #BoldandBeautiful1648	1	@antoineraps: @user how the fuck are you up now? Ho! Saturnalia nigga""",1,0
1755,"No need to act like I'm the fav child, I know this already.",0,1
1756,That 2-hour sleep put me into hyper mode,0,1
1757,@user Love randomly waking up at 5:43 am  me everyday multiple times 😒😒,0,1
1758,@user WTF!!!! Was that 😂😂😂 #GangstaWankstaYard,1,0
1759,Morning cry session with my roomie. Today's going to be a great day.,0,1
1760,@user AMAZING. I love this team. They scrap and always find a way! 15-6 <-- indeed. #dcRising,1,0
1761,"I'm okay with snow, but sleet #howaboutno|😱",1,0
1762,Bush Govt to be prosecuted under Geneva Convention for torture after CIA methods & VP admission exposed.,0,1
1763,hope  better#hope#tokyo by nic_kill,1,0
1764,Girl put your records on. Tell me your favorite song.  #inasong #myfav,0,1
1765,because learning for the finals is fucking amazing.,0,1
1766,"@user Things to complain about on Christmas day. I have a pimple in my ear"" @user #ThanksObama""  #LegitReasonToComplain",0,1
1767,"danniella westbrook went to a food bank she should have gone to Iceland, oh yeah she fucked that up too   #freedomofspeech",0,1
1768,@user @user LFC worst start in 50 years and still above EFC.... that is funny!!! #WishWeHadA28MilStriker,0,1
1769,Grace: this is my barf bag.|Me: why do you have a barf bag? |Grace: because sometimes when i see people i feel like vomiting.,1,0
1770,@user do you not work at the dirty bird no more?,1,0
1771,Can't wait to see that he has not talked to me and that he will never do it.,0,1
1772,I just want to eat pizza and be with my friends for the rest of my life,1,0
1773,@user you mean... it doesn't mean 'so much hate'..? .... oh..... orz,1,0
1774,If you don't want Hall to eventually ask for a trade then hope for consistency in the message. Change too much you might as well start over,1,0
1775,I am 100% sure that the cereal box I just decorated is an accurate representation of how well I know the book.,0,1
1776,"See, this is why you shouldn't use version control!  #notjustWordPress... ||http://t.co/uCtj9WTxzl",1,0
1777,@user I see your response time on your DM's is as good as your phone lines.. just no hold music. Legendary service guys.,0,1
1778,I need to do something legendary this winter break,1,0
1779,I was trying to type parkside and it turned to paradise #coincidence #i #think,1,0
1780,"'#Do  #Fear #to #be #Eccentric #in #Opinion,  #for #Every #Opinion #now #Accepted #was #Once #Eccentric.' by Bertrand Russell",1,0
1781,I'm in love with the cocoa🍵,1,0
1782,"@user the hostel is fine actually but I've probs caught like 1000 germs walking around London, thanks for wishing me better",0,1
1783,@user haha!! Noo I don't need new boob's my old ones are just fabulous 😝😝😝,1,0
1784,"#OrionLaunch go, no-go, go, no-go. I'm getting dizzy... Imagine if there was a crew in there - how stressful would this be?!",1,0
1785,You can have the prettiest face in the world but stretch marks will ruin it all for me.,1,0
1786,Upgraded seats😁 kinda scared #sundayfunday #sundaydateday #mylove,1,0
1787,I swear . I can  stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .,1,0
1788,Love the fact I'm sick on my birthday,0,1
1789,Today is awesome,0,1
1790,"You'd hope that a film like that would lose relevance after a couple decades, but nope.",1,0
1791,Oh how I love listening to Fox News in the background while opening presents.,0,1
1792,"None of the big, disruptive innovations in our lives have come out of brainstorming. -Bruce Nussbaum",1,0
1793,Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter,0,1
1794,"#Aussie #gunman #was  #on terrorist #watch #list, PM #says: SYDNEY – The gunman who took 17 hostages in Sydney...",1,0
1795,"Galliani already jumping into the changing room, likely discovered what Seedorf told him all along ... same thing Pippo is saying now",0,1
1796,@user I hopefully won't be here anyway fingers crossed x,1,0
1797,New homeschool year. New Marketing business. Clickbank University. Wealthy Affiliate. Writing the book finally. #holyschedule #needanapp 0_0,1,0
1798,@user Here's a list. Lots of great choices to help #Coyotes win a cup next year.,0,1
1799,so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise,0,1
1800,Can't wait for my boyfriend to come home and kick my butt into shape....  🙈😂 @user,0,1
1801,"@user When all the ""trauma"" these kids are suffering is over, the fact remains, You apologised for telling the truth.  #stuism",0,1
1802,"@user Caffeine free coffee? Yeah, I'll have that next time I have a slice of sugar-free cheesecake...  :P",0,1
1803,@user Won't our national hockey expert at 24 Sussex Drive join you??,0,1
1804,Why can I hear a chicken? This is Fulham for gods sake!,1,0
1805,When u callin I'm tappin lol  sorry,0,1
1806,Days when you just want everyone to leave you alone  #in #a #good #mood #noHunting,1,0
1807,I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  😂,0,1
1808,Funny your the broken one now Im the only one who needed saving.|,0,1
1809,Jesus. I am watching too much #TheNewsroom... Look at me getting all #SonyHack sermonising...,0,1
1810,"Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!!",0,1
1811,Love that my buses are every half an hour😠😡😤,0,1
1812,Hangovers and work...  RT @user What is your favorite thing about Monday?,0,1
1813,"Alright y'all, back to binge watching Legend of Korra like a muthafukn gangster.",1,0
1814,@user @user |Yo boy! You guys are know to keep the party mood going. |#EzoneGoaDiaries.,1,0
1815,"@user @user if accurate, v sad indeed",1,0
1816,Free Dating and Relationships Books #freebiebookdownload #GreenLiving,1,0
1817,#Bra #Fitting #Guide #How #diy #crafts|Please RT:,1,0
1818,Hafeez's slider is TOO much of a mess. Bowling it from 'back-of-the-palm' & that too at ~90kph require EXTENSION,1,0
1819,"Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion",1,0
1820,I dont understand tlist as I dont read inamorata I only read inamorato lmao #sorry or prob  lol,1,0
1821,make up hours sound fun.,0,1
1822,@user @user @user tells someone to spell correctly while completely fucking up his tweet,0,1
1823,"@user Good yeah its been good.. Feel tired my self, bed soon 😴😴 x",1,0
1824,@user so so problematic.. God bless her. It's a shame what've we done to pakistan. :(,1,0
1825,Can almost smell the turkey #hungry,1,0
1826,@user absolutely shocking that the lamestream media hasn't picked up on this  #mediabias @user @user,1,0
1827,Fuck getting a flat tire and my car dying coming home from work at 5am. Thanks god for my friends. Great way to end/start my day,0,1
1828,So I heard a college dropout is offering a graduate from best College a jawdropping package!,0,1
1829,"My dad would have a shotgun ready|""My dad would offer him a beer""|""My dad would ask him to join his clan""|😂 @user @user",1,0
1830,@user Scream this message: We want the security footage!!! #AntonioMartin #Ferguson #EndRacism #SocialJustice #BlackLivesMatter,1,0
1831,Senate Just Confirmed a New Cabinet Member That Has 2nd Amendment Supporters Furious - The Senate confirme...,1,0
1832,"@user I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt",1,0
1833,Was swarmed by about 40 teenage girls as I walked in the mall...help. At least they were leaving right?!,1,0
1834,Walking to school is so awesome,0,1
1835,Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby,1,0
1836,"#13CABS apparently this guy only does city-airport. If not, swears & drives off. Even from a taxi rank #goodguy",0,1
1837,"But instead, I'm scrolling through Facebook, Instagram, and Twitter for hours on end, accomplishing nothing.",1,0
1838,@user @user #Dirt  its not your country!,1,0
1839,@user sounds like soooo much fun!,0,1
1840,Too bad her cube doesn't have a door. - @user ||#bestcoworkersever  @user,0,1
1841,The music is always on in the office. Currently listening to Kids Bop Hanukkah on Spotify. Any other recommendations?  #onlyatnycr,1,0
1842,"@user @user I know,  right?  Not like the LAPD have anything better to do. This ain't a distraction or nothing.|",1,0
1843,It's always nice when a teacher doesn't leave lesson plans for their sub...,0,1
1844,"@user @user WHAT $2 for an app, OUTRAGIOUS ;)",0,1
1845,@user ill see if I can 😉,1,0
1846,2v4 S&D matches are just so fun...,0,1
1847,@user you cant score goals sitting on the bench or 15/20 min max its hard pal fill sorry for him,1,0
1848,H3N2 = Hospital Hard on #badincentives #flu #healthcare #finance #SPS,1,0
1849,Dissecting a rat first period is a great start to the day  🐁,0,1
1850,@user the lineup is full of goals and offensive intention #LFC,0,1
1851,When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..,0,1
1852,Last day in Naples with my Emma girl! 🌴☀#soeasytotakeapicwithatoddler  #19wksandcounting...,0,1
1853,"It's so exciting to see snapchats of everybody's Christmas dinner, wow.",0,1
1854,@user @user @user @user asked back to be models next month,0,1
1855,Another day in paradise haha,0,1
1856,At -- #Sketch #today #spudshed #fresh #fruit  .only.for.eating #for.drawing.as.well #drawing #Perth,1,0
1857,Who would've imagined that #jakeplummer smokes weed regularly??  #outsidethelines,0,1
1858,Oh how I missed middle school drama :~),0,1
1859,My favorite new app is Chicago's Comedy Scene (CCS_Radio). You should check it out. #Chicago #Comedy,1,0
1860,So glad y'all can be awesome now..,0,1
1861,my baby will  have caps on her teeth #negative,1,0
1862,My finger is so ducking attractive without my bandage tbh!!!,0,1
1863,@user ready for Jeb  and first female #POTUS,0,1
1864,"@user @user great seing u mate, thanks for the cheap shot 😉 safe trip back 🍻🍻||Dry train why we lost 😂😂😂😂😂",0,1
1865,@user lids sucks officially! Will not use again good,1,0
1866,"I have footy socks on, trackies, a tee, a fluffy dressing gown and I'm wrapped up in my quilt... I sweating bean but shivering my nuds off",1,0
1867,"Second day in a row that I'm late to work. Thanks, @user Service definitely worth a fare hike.",0,1
1868,"@user @user We must be tolerant and embrace the peaceful Islamic faith, Muslims are our peaceful brothers",0,1
1869,DNA from Richard III has thrown up a surprise: evidence of infidelity in his family tree.  ||Well I'm SHOCKED.,0,1
1870,It's funny to think that there are literally books out there for whatever you want to do in life (be a...,1,0
1871,"Wow.. #shocker  RT @user Dick Cheney on CIA torture: ""I'd do it again in a minute""",0,1
1872,@user @user @user All the more reason for it. Competition breeds innovation & the consumer wins.,1,0
1873,Am I surprised that my coworker is not going to show up today?  #Flurries,0,1
1874,@user @user i'll take the physical challenge!,1,0
1875,but he is a lot of laughs @user @user @user @user @user,1,0
1876,Wickedly ignorant bout Black Americans see racism in everything' a figment of their imagination#Cannot be trumped by J'can hypocrisy#NNN,1,0
1877,America released the Cuban spies to get Cuba to release the American spy who caught those Cuban spies.,0,1
1878,It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark,0,1
