id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
2376,Yeah boi... {{USERNAME}} he did it.... Anthony Joshua defeats Andy Ruiz Jr to regain world heavyweight title glory | Boxing News | Sky Sports {{URL}},0,0,0,0,1,0
2377,"Tyson Fury challenges Anthony Joshua to prove himself on the world stage... {{URL}} via {@YouTube@} I love this guy and totally feel what he is saying, listen to THE whole 7 minutes it may change your life.",0,0,0,0,1,0
2378,"Did my {@Spotify@} Wrapped for the decade, I was a bit surprised with how much comedy landed in the middle of all the metal xD",0,0,1,0,0,0
2379,Anthony Joshua outpoints Andy Ruiz Jr. to reclaim unified heavyweight titles in Saudi Arabia {{URL}} via {@CBS Sports@},0,0,0,0,1,0
2380,I didn t expect Anthony Joshua not to win the rematch. He didn t lose the first bout. That was the commercial side of boxing. Why not eat your cake when you can still have it. His fights become costlier as a two-time champion. Congratulations {{USERNAME}},0,0,0,0,1,0
2381,WBA Bout: Anthony Joshua defeat&#039;s Andy Ruiz Jnr {{URL}} via {@WordPress com@},0,0,0,0,1,0
2382,Anthony Joshua defeats Andy Ruiz to reclaim heavyweight crown {@AndyRuizjr@} {{USERNAME}} #ClashOfTheDunes {{URL}},0,0,0,0,1,0
2383,Anthony Joshua V. Andy Ruiz Highlights. AJ DANCES around Andy Ruiz as he wins by decision! {{URL}} via {@YouTube@} @anthonyfjoshua {@AndyRuizjr@},0,0,0,0,1,0
2384,"i listened to {@Robbie@} for 23 hours on {@Spotify@} and 53 hours on {@Apple Music@} this year, and i regret nothing. robbie, thank u for giving me lyrics i can use to describe my thoughts and absolute bops to jam to. i feel way less alone with ur music.",0,0,1,0,0,0
2385,Read Now: Anthony Joshua regains heavyweight titles with classy points win over Andy Ruiz Jr: latest live reac {{URL}} #jokohq #Nigeria #boxing #HotNow #Trending via {{USERNAME}},0,0,0,0,1,0
2386,Spotify wrapped   1) {@Stray Kids@} 2) {@BTS_twt@} 3) Blackpink  4) {@MONTERO@} 5) {@Red Velvet@} I love how it’s all kpop then you got Lil Nas X just there lmaooo,0,0,1,0,0,0
2387,Anthony Joshua is the KiNG  Thanks for making us proud {@Cuppy@} Let s celebrate bobo have won,0,0,0,0,1,0
2388,HULU  PLEASE PICKUP FULLER HOUSE - Sign the Petition! {{URL}} via {@Change org@},0,0,1,0,0,0
2389,Nigerian born British boxer Anthony Joshua regains his world titles from Ruiz Jr {{URL}} via {{USERNAME}},0,0,0,0,1,0
2390,"An unprepared, overweight Andy Ruiz Jr. will struggle to live down his loss to Anthony Joshua {{URL}} via {@Yahoo Sports@} ",0,0,0,0,1,0
2391,Anthony Joshua the unified heavyweight boxing champion again after win over Andy Ruiz Jr {{URL}} via {@ABC News@},0,0,0,0,1,0
2392,Anthony Joshua beats Andy Ruiz Jnr by unanimous points decision {{URL}} {@MailOnline Sport@},0,0,0,0,1,0
2393,Disgraced rockers Brand New allegedly scrubbed from Spotify Wrapped lists|from {{USERNAME}} {{URL}},0,0,1,0,0,0
2394,Anthony Joshua beats Andy Ruiz Jr to reclaim heavyweight world titles – BBC {{URL}} via {{USERNAME}},0,0,0,0,1,0
2395,Anthony Joshua Beats Andy Ruiz To Reclaim World Heavyweight Titles | Lagos Post Online - {{URL}} via {{USERNAME}},0,0,0,0,1,0
2396,"Rest well today my boys! You ve worked hard, always. Ilysm ✨  #EXO #OBSESSION #weareoneEXO {@EXO@} ",0,0,1,0,0,0
2397,Taehyung rest well and get well soon. Praying for you to get well. I PURPLE U. {@BTS_twt@},0,0,1,0,0,0
2398,eat well. rest well.  #StrayKidsComeback {@Stray Kids@},0,0,1,0,0,0
2399,Hope you have a good day! Please rest well ❤️❤️❤️ {@Stray Kids@} #StrayKidsComeback,0,0,1,0,0,0
2400,I should have trained harder. I should have listened to my team and coaches.   Andy Ruiz Jr has blamed being overweight for his defeat by Anthony Joshua. {@Kawowo Sports@} {{USERNAME}},0,0,0,0,1,0
2401,"Anthony Joshua: I am humble in victory - TODAY {{URL}} via {@TODAY@} , felicidades",0,0,0,0,1,0
2402,Wilder and Anthony Joshua. Mehn can t wait. Gonna be fire works {{USERNAME}} {@Deontay Wilder@},0,0,0,0,1,0
2403,Buhari Salutes Anthony Joshua On Comeback Victory - {{URL}} {{URL}} {{USERNAME}},0,0,0,0,1,0
2404,Overlooking gone wrong.   Andy Ruiz Jr already agreed terms to fight Deontay Wilder after Anthony Joshua {{URL}} via {@Metro Sport@},0,0,0,0,1,0
2405,"Anthony Joshua looked amazing last night, he is definitely the strictly come dancing winner of 2019. #Humble fight by trade coward at heart  {{USERNAME}} ",0,0,0,0,1,0
2406,&#8216;I said I would correct myself&#8217;; Anthony Joshua speaks after reclaiming his Heavyweight World Titles — See photos from the fight {{USERNAME}} {{URL}},0,0,0,0,1,0
2407,Pls drop your Spotify wrapped numbers {@BTSofficial@} . .,0,0,1,0,0,0
2408," Tyson Fury s trainer Ben Davison on Anthony Joshua s win over Andy Ruiz:  It was almost, not in a horrible way, like a poor man’s Tyson Fury. That’s not in a nasty way. He can’t do it to the level of Tyson, but it was the tactics he needed to employ and he done well.  [ {@IFL TV@} ]",0,0,0,0,1,0
2409,Sun Dec 8: Family - Play Cafe presents Breakfast with Santa from 9:30-11:30am {{USERNAME}} in #Ptbo - {{URL}},0,0,0,1,0,0
2410,Anthony Joshua demonstrates discipline and composure to move back on track in battle of the Big Three | {@Gareth A Davies@} {{URL}},0,0,0,0,1,0
2411,So sad to hear about {@JuiceWorlddd@} gone way too young. He was so talented,0,0,1,0,0,0
2412,Rest well {@JuiceWorlddd@} Love all your music....  Too talented for Death {{URL}},0,0,1,0,0,0
2413,"Lil peep, XXXtentacion, Mac miller, and now {@JuiceWorlddd@} ... Rest in peace to all those legends.",0,0,1,0,0,0
2414,“All Legends fall in the makin’”~ rest easy {@JuiceWorlddd@},0,0,1,0,0,0
2415,Rest In Peace Juice WRLD. Literally you were my only artist I actually liked. Your music helped me calm down in tough times and it actually made me feel good. I don’t care if no one sees this tweet. Why do all legends die in the making. RIP.  #RIPjuiceworld {@JuiceWorlddd@},0,0,1,0,0,0
2416,I still see his shadows in my room   RIP {@JuiceWorlddd@},0,0,1,0,0,0
2417,RIP {@JuiceWorlddd@} actually listened to him rest well bro,0,0,1,0,0,0
2418,“All legends fall in the making “R.I.P. {@JuiceWorlddd@},0,0,1,0,0,0
2419,"“All Legends fall in the makin” RIP to one of the greats, we’re all feelin empty after this one {@JuiceWorlddd@} ",0,0,1,0,0,0
2420,I still see ur shadow in my room dude {@JuiceWorlddd@},0,0,1,0,0,0
2421,“All legends fall in the making”  {@JuiceWorlddd@} #JuiceWRLD,0,0,1,0,0,0
2422,I’m so sad to hear that {@JuiceWorlddd@} died :( so much talent gone so soon. RIP,0,0,1,0,0,0
2423,I still see your shadow in my room {@JuiceWorlddd@} RIP #JUICEWORLD,0,0,1,0,0,0
2424,someone dedicated Dang! by mac miller to {{USERNAME}} with the message „our song”,0,0,1,0,0,0
2425,absolutely loved the episodes of fuller house! cant wait to see the 2nd half of season 5! why cant there be a season 6?!! {@Jodie Sweetin@} {@Candace Cameron Bure@},0,0,1,0,0,0
2426,Anthony Joshua regain his title as the heavyweight champion after he won Andy Ruiz Jr (Photos) {{URL}} {{USERNAME}} #UpdateBlog24,0,0,0,0,1,0
2427,All legends fall in the making    Rest easy {@JuiceWorlddd@}  Your music will live on,0,0,1,0,0,0
2428,So sad to hear the passing of {@JuiceWorlddd@} . To think we were the same age and he isnt with us anymore is so hard to comprehend. He had so much going for him and it s hard to process. But he will live on through his music and all ot his fans. Too soon man. Reast in peace.,0,0,1,0,0,0
2429,Baby rest well.. sleep well {@BTS_twt@},0,0,1,0,0,0
2430,"R. I. P. {@JuiceWorlddd@} we still see shadows is our rooms,mate",0,0,1,0,0,0
2431,JTM came to our ward today and {{USERNAME}} didn’t believe me and I was like excuse me is he in your Spotify Wrapped top 5 or mine,0,0,1,0,0,0
2432,. {{USERNAME}} wrote a super-smart piece that breaks down the genius of Spotify Wrapped  {{URL}},0,0,1,0,0,0
2433,hope you can rest well for upcoming weekend {@BTS_twt@},0,0,1,0,0,0
2434,chris miles-cannot relate {{URL}} via {@YouTube@} Mac miller vibes,0,0,1,0,0,0
2435,Anthony Joshua vs Andy Ruiz Jr 2  Full Highlights 1080p {{URL}} via {@YouTube@} 10-2 Joshua imo,0,0,0,0,1,0
2436,UFC 245 blog: Looking at the three title fights on tap at T-Mobile Arena. {{URL}} via {@Las Vegas Sun@},0,0,0,0,1,0
2437,"Parking off to escape at Hlalanathi Drakensberg Resort — Roaming Fox | Travel Blogger and Writer, South Africa {{URL}} via {{USERNAME}} ",0,0,0,1,0,0
2438,"UFC 245 Results: Matt Brown Triumphant in Return, Stops Ben Saunders {{URL}} via {{USERNAME}} ",0,0,0,0,1,0
2439,I think this is a good win for Brown. Ben Saunders is a legit brawler  Pros react to Matt Brown’s KO win over Ben Saunders at UFC 245 {{URL}} via {@bjpenndotcom@},0,0,0,0,1,0
2440,"Germaine de Randamie vs. Amanda Nunes - 12/14/19 UFC 245 Pick, Odds, and Prediction - Pick Dawgz {{URL}} via {{USERNAME}} ",0,0,0,0,1,0
2441,Check out my new single  Top Shottah  distributed by {@DistroKid@} and live on Apple Music! {{URL}},0,0,1,0,0,0
2442,Pretty sure I just saw {{USERNAME}} on UFC 245,0,0,0,0,1,0
2443,UFC 245 Results: Petr Yan High Kicks Urijah Faber (Highlights) {{URL}} #PetrYan #UFC245 #urijahfaber via {@MiddleEasy@},0,0,0,0,1,0
2444,I would like to have a talk with whoever tf booked the suicide boys for rolling loud {@Rolling Loud@},0,0,1,0,0,0
2445,Follow live: UFC 245 main card {{URL}} via {@ESPN@},0,0,0,0,1,0
2446,Twitter reacts to Petr Yan s head-kick KO of Urijah Faber at UFC 245 {{URL}} via {@MMA Junkie@},0,0,0,0,1,0
2447,"UFC 245 Results: Amanda Nunes Outwrestles Germaine De Randamie, Keeps The Belt(Highlights) {{URL}} #AmandaNunes #GermainedeRandamie #UFC245 via {@MiddleEasy@} ",0,0,0,0,1,0
2448,Mark Boucher s appointment as South Africa s men s team coach was confirmed on Saturday. The Former wicketkeeper-batter has been contracted until after the 2023 World Cup.  {{USERNAME}} {{USERNAME}} {{USERNAME}} … {{URL}},0,0,0,0,1,0
2449,Haluuuuuu  SasagipinKitaDARREN OnASAP              #DarrenEspanto {@Darren@} Apple music {{URL}} Youtube {{URL}} Spotify {{URL}},0,0,1,0,0,0
2450,UFC 245 post-fight press conference video {{URL}} via {@MMAFighting com@},0,0,0,0,1,0
2451,Pros react to Usman’s late TKO of Covington at UFC 245 {{URL}} via {@Bloody Elbow@},0,0,0,0,1,0
2452,UFC 245 PPV results: Usman stops Covington in final minute {{URL}} via {@Bloody Elbow@},0,0,0,0,1,0
2453,Hi guys absolutely love the podcast. You guys definitely have an international appeal seeing as I m from South Africa. Just wanted to say thanks for all the laughs! Keep up the great work! {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,1,0,0,0
2454,"UFC 245 in Tweets: Pros react to Kamaru Usman’s TKO over Colby Covington, more {{URL}} via {@MMAFighting com@} ",0,0,0,0,1,0
2455,Pros and Cons: UFC 245 immediate twitter analysis ( {@Anton Tabuena@} ) {{URL}},0,0,0,0,1,0
2456,Kamaru Usman finishes Colby Covington in UFC 245 main event {{URL}} via {{USERNAME}},0,0,0,0,1,0
2457,UFC 245 - Usman DEF. Covington - The 6th Round SBN MMA Post-Fight Show {{URL}} via {@Bloody Elbow@},0,0,0,0,1,0
2458,Mission accomplished at UFC 245: Amanda Nunes set out to go all five rounds {{URL}} via {@MMA Junkie@},0,0,0,0,1,0
2459,Yo {@Bizzy Crook@} put that Coming to America on Apple Music,0,0,1,0,0,0
2460,UFC 245 video recap: Volkanovski out-strikes Holloway to take title {{URL}} via {@Bloody Elbow@},0,0,0,0,1,0
2461,Kamaru Usman Vs Colby Covington Full Fight UFC 245 Highlights 2019 {{URL}} via {@YouTube@} . Every entity or persons associated with Donald wld be resoundingly defeated @ the polls & in every endeavour of life. According 2 Rick Wilson every thing trump touches wld die,0,0,0,0,1,0
2462,I’m mad I waited all day and night to see {@Young Thug@} perform at Rolling Loud last night and I fell asleep,0,0,1,0,0,0
2463,#MakeAmericaGreatAgain  Congratulations {@KAMARU USMAN@} ✊ #TKO #UFC245 @ UFC 245 {{URL}},0,0,0,0,1,0
2464,Colby Covington Issues Statement Following Loss To Kamaru Usman At UFC 245 {{URL}} #colbycovington #KamaruUsman #UFC245 via {@MiddleEasy@},0,0,0,0,1,0
2465,"“..Big Pun in this thang, My mama son in this thang..” - In This Thang by {{USERNAME}} x {{USERNAME}} .::MUSIC VIDEO DROPS 01/01/20::. SONG AVAILABLE ON APPLE MUSIC & SPOTIFY NOW!",0,0,1,0,0,0
2466,#NowPlaying {{USERNAME}} -  My unknown battle  Spotify: {{URL}} Apple Music: {{URL}} BandCamp: {{URL}},0,0,1,0,0,0
2467,“6017” out now on Apple Music   GO STREAM THAT FOR ME ‼️‼️ #music #applemusic #repost #share #explorepage {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{URL}},0,0,1,0,0,0
2468,#CapeTown7s Final Results  South Africa 5 - 7 New Zealand  #NB: {@All Blacks Sevens@} beat hosts {@Springbok Sevens@} 7-5 to take their second title at the #CapeTown7s. They are joint top of the #HSBC7s standings with South Africa after two rounds. {{USERNAME}},0,0,0,0,1,0
2469,petition for twitter user {@Timothe Chalamet@} to post his apple music replay,0,0,1,0,0,0
2470,Irene Aldana Knocks Out Ketlen Vieira With Brutal Punch At UFC 245 via {@Daily Caller@},0,0,0,0,1,0
2471,[GWB PROMO] Chance$ By {{USERNAME}} Stream On Apple Music : {{URL}},0,0,1,0,0,0
2472,#NowPlaying {{USERNAME}} -  Lead me in the dark  Apple Music: {{URL}} #NowPlaying {{USERNAME}} -  Lead me in the dark  BandCamp: {{URL}} Spotify: {{URL}},0,0,1,0,0,0
2473,Check out my new single  Frozen  distributed by {@DistroKid@} and live on Apple Music! {{URL}},0,0,1,0,0,0
2474,#NowPlaying  Star s Teardrop  by {{USERNAME}} from ANCESTRAL DISORDER album Spotify: {{URL}} BandCamp: {{URL}} Apple Music: {{URL}},0,0,1,0,0,0
2475,i was tagged by {{USERNAME}} height: 5 3 shoe size: 9.5 US  zodiac: ♋️  tattoos: 2  piercings: 1?  fav color: yellow and blue  fav food: sushi  favorite drink: vodka or rum   tag 4: {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,0,1,0,0
2476,"Kamaru Usman: Colby Covington was tough at UFC 245, but where was his gas tank? {{URL}} via {@MMA Junkie@} ",0,0,0,0,1,0
2477,Mike Perry feels  like a dumbass  following 90-second loss at UFC 245 Yeah really dawg!! {{URL}} via {@MMA Junkie@},0,0,0,0,1,0
2478,"Why did rolling loud make a bigger event for LA, when they dry asf and can’t get hyphy like the bay smh  {@Rolling Loud@} ",0,0,1,0,0,0
2479,Watch {@XXL Magazine@}  s broadcast: Part 1: ROLLING LOUD 2019 LIVE  Exclusive live interviews - backstage action and all the best performances across High Hemp / Verizon / Zen Stages - direct from Day 2 via {{URL}} {{URL}},0,0,1,0,0,0
2480,Dana White down to give Jose Aldo title shot vs. Henry Cejudo despite UFC 245 loss {{URL}} via {@MMA Junkie@},0,0,0,0,1,0
2481,"Video: Petr Yan reveals Urijah Faber was clowning him during UFC 245 fight, wants title shot next {{URL}} via {@MMAFighting com@} ",0,0,0,0,1,0
2482,IM MAD ASF I KANT ‍♂️PERFORM UP AT ROLLING LOUD {{USERNAME}},0,0,1,0,0,0
2483,Check out my new single  Never Leave U  distributed by {@DistroKid@} and live on Apple Music! {{URL}},0,0,1,0,0,0
2484,[UK Apple Music Top Songs] 1283 - Make It Right (Feat. Lauv) {@BTS_twt@},0,0,1,0,0,0
2485,Fox News: Varney: Video of President Trump at Army-Navy game speaks for itself. {{URL}} via {@Google News@},0,0,0,0,1,0
2486,Please support me and save South Africa by signing the petition below. Let s protect our environment by supporting Environmental Health Practitioners. Let s save our country. #RecogniseEHPs Save Health inspectors - Sign the Petition! {{URL}} via {@Change org@},0,0,0,1,0,0
2487,Troup County becomes home to the first solar road in the United States #wrblwx #gawx #solar ##solarpower #renewableenergy #solarenergy #cleanenergy {@Bob Jeswald WRBL@} {@Nicole Phillips@} {{URL}},0,0,0,0,0,1
2488,Opinion |  Star Wars: The Rise of Skywalker  is disappointing. But fans have seen worse. {{URL}} via {@NBC News THINK@},0,0,1,0,0,0
2489,#congrats {@Crown Vic@} Meet Victoria Mahoney: The First Woman to Direct a ‘Star Wars’ Film {{URL}},0,0,1,0,0,0
2490,Frauds {@San Francisco 49ers@} . Need you to beat the rams and you cant even do that,0,0,0,0,1,0
2491,GREAT comeback win on the road by {{USERNAME}} !  The Rams knock off {{USERNAME}} by a score of 67-62 after trailing by 10 at the start of the 4th quarter!  #GoRams  #AllHail  #MerryChristmas {{USERNAME}},0,0,0,0,1,0
